"Sex","Age","Time","Value"
"Females","Population (hist&proj) 20-64, persons","2024",23562.84
"Females","Population (hist&proj) 20-64, persons","2025",23326.07
"Females","Population (hist&proj) 20-64, persons","2026",23069.86
"Females","Population (hist&proj) 20-64, persons","2027",22801.21
"Females","Population (hist&proj) 20-64, persons","2028",22519.77
"Females","Population (hist&proj) 20-64, persons","2029",22227.74
"Females","Population (hist&proj) 20-64, persons","2030",21940.47
"Females","Population (hist&proj) 20-64, persons","2031",21660.3
"Females","Population (hist&proj) 20-64, persons","2032",21389.4
"Females","Population (hist&proj) 20-64, persons","2033",21134.84
"Females","Population (hist&proj) 20-64, persons","2034",20902.3
"Females","Population (hist&proj) 20-64, persons","2035",20703.43
"Females","Population (hist&proj) 20-64, persons","2036",20534.86
"Females","Population (hist&proj) 20-64, persons","2037",20401
"Females","Population (hist&proj) 20-64, persons","2038",20310.81
"Females","Population (hist&proj) 20-64, persons","2039",20241.6
"Females","Population (hist&proj) 20-64, persons","2040",20175.68
"Females","Population (hist&proj) 20-64, persons","2041",20103.79
"Females","Population (hist&proj) 20-64, persons","2042",20018.7
"Females","Population (hist&proj) 20-64, persons","2043",19924.28
"Females","Population (hist&proj) 20-64, persons","2044",19820.92
"Females","Population (hist&proj) 20-64, persons","2045",19699.63
"Females","Population (hist&proj) 20-64, persons","2046",19565.74
"Females","Population (hist&proj) 20-64, persons","2047",19431.48
"Females","Population (hist&proj) 20-64, persons","2048",19301.12
"Females","Population (hist&proj) 20-64, persons","2049",19177.15
"Females","Population (hist&proj) 20-64, persons","2050",19053.26
"All persons","Population (hist&proj) 20-64, persons","1950",40943
"All persons","Population (hist&proj) 20-64, persons","1951",41577.04
"All persons","Population (hist&proj) 20-64, persons","1952",41667.66
"All persons","Population (hist&proj) 20-64, persons","1953",41742.04
"All persons","Population (hist&proj) 20-64, persons","1954",41917.17
"All persons","Population (hist&proj) 20-64, persons","1955",42225.99
"All persons","Population (hist&proj) 20-64, persons","1956",42329.85
"All persons","Population (hist&proj) 20-64, persons","1957",42356.35
"All persons","Population (hist&proj) 20-64, persons","1958",42679.57
"All persons","Population (hist&proj) 20-64, persons","1959",43132.95
"All persons","Population (hist&proj) 20-64, persons","1960",43640.31
"All persons","Population (hist&proj) 20-64, persons","1961",44072.86
"All persons","Population (hist&proj) 20-64, persons","1962",44334.67
"All persons","Population (hist&proj) 20-64, persons","1963",44503.93
"All persons","Population (hist&proj) 20-64, persons","1964",44566.59
"All persons","Population (hist&proj) 20-64, persons","1965",44504.77
"All persons","Population (hist&proj) 20-64, persons","1966",44325.06
"All persons","Population (hist&proj) 20-64, persons","1967",44001.8
"All persons","Population (hist&proj) 20-64, persons","1968",43816.23
"All persons","Population (hist&proj) 20-64, persons","1969",43995.21
"All persons","Population (hist&proj) 20-64, persons","1970",44016.39
"All persons","Population (hist&proj) 20-64, persons","1971",43980.03
"All persons","Population (hist&proj) 20-64, persons","1972",44154.66
"All persons","Population (hist&proj) 20-64, persons","1973",44323.56
"All persons","Population (hist&proj) 20-64, persons","1974",44368.68
"All persons","Population (hist&proj) 20-64, persons","1975",44226.84
"All persons","Population (hist&proj) 20-64, persons","1976",44127.14
"All persons","Population (hist&proj) 20-64, persons","1977",44147.89
"All persons","Population (hist&proj) 20-64, persons","1978",44254.93
"All persons","Population (hist&proj) 20-64, persons","1979",44495.43
"All persons","Population (hist&proj) 20-64, persons","1980",44960.47
"All persons","Population (hist&proj) 20-64, persons","1981",45606.63
"All persons","Population (hist&proj) 20-64, persons","1982",46270.64
"All persons","Population (hist&proj) 20-64, persons","1983",46916.86
"All persons","Population (hist&proj) 20-64, persons","1984",47441.91
"All persons","Population (hist&proj) 20-64, persons","1985",47801.79
"All persons","Population (hist&proj) 20-64, persons","1986",48163.84
"All persons","Population (hist&proj) 20-64, persons","1987",48566.95
"All persons","Population (hist&proj) 20-64, persons","1988",49069.34
"All persons","Population (hist&proj) 20-64, persons","1989",49716.58
"All persons","Population (hist&proj) 20-64, persons","1990",50300.45
"All persons","Population (hist&proj) 20-64, persons","1991",50742.07
"All persons","Population (hist&proj) 20-64, persons","1992",51171.89
"All persons","Population (hist&proj) 20-64, persons","1993",51432.75
"All persons","Population (hist&proj) 20-64, persons","1994",51457.53
"All persons","Population (hist&proj) 20-64, persons","1995",51450.79
"All persons","Population (hist&proj) 20-64, persons","1996",51468.89
"All persons","Population (hist&proj) 20-64, persons","1997",51455.46
"All persons","Population (hist&proj) 20-64, persons","1998",51407.74
"All persons","Population (hist&proj) 20-64, persons","1999",51334.02
"All persons","Population (hist&proj) 20-64, persons","2000",51228.98
"All persons","Population (hist&proj) 20-64, persons","2001",51145.48
"All persons","Population (hist&proj) 20-64, persons","2002",51061.98
"All persons","Population (hist&proj) 20-64, persons","2003",50888.11
"All persons","Population (hist&proj) 20-64, persons","2004",50594.12
"All persons","Population (hist&proj) 20-64, persons","2005",50251.57
"All persons","Population (hist&proj) 20-64, persons","2006",49947.07
"All persons","Population (hist&proj) 20-64, persons","2007",49793.16
"All persons","Population (hist&proj) 20-64, persons","2008",49714.52
"All persons","Population (hist&proj) 20-64, persons","2009",49607.71
"All persons","Population (hist&proj) 20-64, persons","2010",50334.01
"All persons","Population (hist&proj) 20-64, persons","2011",50540.97
"All persons","Population (hist&proj) 20-64, persons","2012",50598.18
"All persons","Population (hist&proj) 20-64, persons","2013",50555.96
"All persons","Population (hist&proj) 20-64, persons","2014",50428.11
"All persons","Population (hist&proj) 20-64, persons","2015",50229.43
"All persons","Population (hist&proj) 20-64, persons","2016",50031.35
"All persons","Population (hist&proj) 20-64, persons","2017",49853.01
"All persons","Population (hist&proj) 20-64, persons","2018",49667.05
"All persons","Population (hist&proj) 20-64, persons","2019",49451
"All persons","Population (hist&proj) 20-64, persons","2020",49203.31
"All persons","Population (hist&proj) 20-64, persons","2021",48915.43
"All persons","Population (hist&proj) 20-64, persons","2022",48576.51
"All persons","Population (hist&proj) 20-64, persons","2023",48199.77
"All persons","Population (hist&proj) 20-64, persons","2024",47774.34
"All persons","Population (hist&proj) 20-64, persons","2025",47297.04
"All persons","Population (hist&proj) 20-64, persons","2026",46781.71
"All persons","Population (hist&proj) 20-64, persons","2027",46239.4
"All persons","Population (hist&proj) 20-64, persons","2028",45667.93
"All persons","Population (hist&proj) 20-64, persons","2029",45073.87
"All persons","Population (hist&proj) 20-64, persons","2030",44488.32
"All persons","Population (hist&proj) 20-64, persons","2031",43919.36
"All persons","Population (hist&proj) 20-64, persons","2032",43373.99
"All persons","Population (hist&proj) 20-64, persons","2033",42863.07
"All persons","Population (hist&proj) 20-64, persons","2034",42396.63
"All persons","Population (hist&proj) 20-64, persons","2035",41998.93
"All persons","Population (hist&proj) 20-64, persons","2036",41664.82
"All persons","Population (hist&proj) 20-64, persons","2037",41402.86
"All persons","Population (hist&proj) 20-64, persons","2038",41229.65
"All persons","Population (hist&proj) 20-64, persons","2039",41099.29
"All persons","Population (hist&proj) 20-64, persons","2040",40974.29
"All persons","Population (hist&proj) 20-64, persons","2041",40837.23
"All persons","Population (hist&proj) 20-64, persons","2042",40675.27
"All persons","Population (hist&proj) 20-64, persons","2043",40494.91
"All persons","Population (hist&proj) 20-64, persons","2044",40297.17
"All persons","Population (hist&proj) 20-64, persons","2045",40064.55
"All persons","Population (hist&proj) 20-64, persons","2046",39807.18
"All persons","Population (hist&proj) 20-64, persons","2047",39546.79
"All persons","Population (hist&proj) 20-64, persons","2048",39291.5
"All persons","Population (hist&proj) 20-64, persons","2049",39046.74
"All persons","Population (hist&proj) 20-64, persons","2050",38800.14
"Males","Population (hist&proj) < 15, persons","1950",8093
"Males","Population (hist&proj) < 15, persons","1951",8151.851
"Males","Population (hist&proj) < 15, persons","1952",8071.385
"Males","Population (hist&proj) < 15, persons","1953",7982.538
"Males","Population (hist&proj) < 15, persons","1954",7859.211
"Males","Population (hist&proj) < 15, persons","1955",7718.82
"Males","Population (hist&proj) < 15, persons","1956",7554.304
"Males","Population (hist&proj) < 15, persons","1957",7544.025
"Males","Population (hist&proj) < 15, persons","1958",7663.22
"Males","Population (hist&proj) < 15, persons","1959",7754.813
"Males","Population (hist&proj) < 15, persons","1960",7939.26
"Males","Population (hist&proj) < 15, persons","1961",8168.417
"Males","Population (hist&proj) < 15, persons","1962",8369.281
"Males","Population (hist&proj) < 15, persons","1963",8567.008
"Males","Population (hist&proj) < 15, persons","1964",8743.358
"Males","Population (hist&proj) < 15, persons","1965",8891.782
"Males","Population (hist&proj) < 15, persons","1966",9028.479
"Males","Population (hist&proj) < 15, persons","1967",9140.94
"Males","Population (hist&proj) < 15, persons","1968",9230.097
"Males","Population (hist&proj) < 15, persons","1969",9299.237
"Males","Population (hist&proj) < 15, persons","1970",9294.259
"Males","Population (hist&proj) < 15, persons","1971",9256.165
"Males","Population (hist&proj) < 15, persons","1972",9199.964
"Males","Population (hist&proj) < 15, persons","1973",9074.878
"Males","Population (hist&proj) < 15, persons","1974",8900.995
"Males","Population (hist&proj) < 15, persons","1975",8672.725
"Males","Population (hist&proj) < 15, persons","1976",8406.653
"Males","Population (hist&proj) < 15, persons","1977",8142.16
"Males","Population (hist&proj) < 15, persons","1978",7883.634
"Males","Population (hist&proj) < 15, persons","1979",7633.113
"Males","Population (hist&proj) < 15, persons","1980",7412.014
"Males","Population (hist&proj) < 15, persons","1981",7202.373
"Males","Population (hist&proj) < 15, persons","1982",6978.687
"Males","Population (hist&proj) < 15, persons","1983",6748.143
"Males","Population (hist&proj) < 15, persons","1984",6524.604
"Males","Population (hist&proj) < 15, persons","1985",6358.943
"Males","Population (hist&proj) < 15, persons","1986",6269.823
"Males","Population (hist&proj) < 15, persons","1987",6235.72
"Males","Population (hist&proj) < 15, persons","1988",6287.567
"Males","Population (hist&proj) < 15, persons","1989",6413.95
"Males","Population (hist&proj) < 15, persons","1990",6560.82
"Males","Population (hist&proj) < 15, persons","1991",6679.719
"Males","Population (hist&proj) < 15, persons","1992",6758.124
"Males","Population (hist&proj) < 15, persons","1993",6810.436
"Males","Population (hist&proj) < 15, persons","1994",6823.92
"Males","Population (hist&proj) < 15, persons","1995",6806.953
"Males","Population (hist&proj) < 15, persons","1996",6780.724
"Males","Population (hist&proj) < 15, persons","1997",6745.58
"Males","Population (hist&proj) < 15, persons","1998",6692.253
"Males","Population (hist&proj) < 15, persons","1999",6640.44
"Males","Population (hist&proj) < 15, persons","2000",6588.158
"Males","Population (hist&proj) < 15, persons","2001",6517.016
"Males","Population (hist&proj) < 15, persons","2002",6424.325
"Males","Population (hist&proj) < 15, persons","2003",6305.085
"Males","Population (hist&proj) < 15, persons","2004",6177.753
"Males","Population (hist&proj) < 15, persons","2005",6046.335
"Males","Population (hist&proj) < 15, persons","2006",5922.399
"Males","Population (hist&proj) < 15, persons","2007",5828.879
"Males","Population (hist&proj) < 15, persons","2008",5751.514
"Males","Population (hist&proj) < 15, persons","2009",5684.467
"Males","Population (hist&proj) < 15, persons","2010",5796.896
"Males","Population (hist&proj) < 15, persons","2011",5761.273
"Males","Population (hist&proj) < 15, persons","2012",5714.356
"Males","Population (hist&proj) < 15, persons","2013",5668.96
"Males","Population (hist&proj) < 15, persons","2014",5632.169
"Males","Population (hist&proj) < 15, persons","2015",5599.307
"Males","Population (hist&proj) < 15, persons","2016",5574.14
"Males","Population (hist&proj) < 15, persons","2017",5559.166
"Males","Population (hist&proj) < 15, persons","2018",5550.495
"Males","Population (hist&proj) < 15, persons","2019",5543.792
"Males","Population (hist&proj) < 15, persons","2020",5535.395
"Males","Population (hist&proj) < 15, persons","2021",5525.085
"Males","Population (hist&proj) < 15, persons","2022",5512.331
"Males","Population (hist&proj) < 15, persons","2023",5496.447
"Males","Population (hist&proj) < 15, persons","2024",5476.91
