"Series";"Sex";"Age";"Frequency";"Country";"Time";"Value";"Flags"
"Unemployment";"All persons";"Total";"Annual";"Germany";"1972";246.6;
"Unemployment";"Men";"Total";"Annual";"Germany";"1972";140.8;
"Unemployment";"Women";"Total";"Annual";"Germany";"1972";105.8;
"Employment";"All persons";"15 to 19";"Annual";"Germany";"1973";2382.9;
"Employment";"Men";"15 to 19";"Annual";"Germany";"1973";1245.6;
"Employment";"Women";"15 to 19";"Annual";"Germany";"1973";1137.3;
"Labour Force";"All persons";"15 to 19";"Annual";"Germany";"1973";2409;
"Labour Force";"Men";"15 to 19";"Annual";"Germany";"1973";1256;
"Labour Force";"Women";"15 to 19";"Annual";"Germany";"1973";1153;
"Population";"All persons";"15 to 19";"Annual";"Germany";"1973";4293;
"Population";"Men";"15 to 19";"Annual";"Germany";"1973";2206;
"Population";"Women";"15 to 19";"Annual";"Germany";"1973";2087;
"Unemployment";"All persons";"15 to 19";"Annual";"Germany";"1973";26.1;
"Unemployment";"Men";"15 to 19";"Annual";"Germany";"1973";10.4;
"Unemployment";"Women";"15 to 19";"Annual";"Germany";"1973";15.7;
"Employment";"All persons";"20 to 24";"Annual";"Germany";"1973";3198.6;
"Employment";"Men";"20 to 24";"Annual";"Germany";"1973";1774.8;
"Employment";"Women";"20 to 24";"Annual";"Germany";"1973";1423.8;
"Labour Force";"All persons";"20 to 24";"Annual";"Germany";"1973";3236;
"Labour Force";"Men";"20 to 24";"Annual";"Germany";"1973";1790;
"Labour Force";"Women";"20 to 24";"Annual";"Germany";"1973";1446;
"Population";"All persons";"20 to 24";"Annual";"Germany";"1973";4270;
"Population";"Men";"20 to 24";"Annual";"Germany";"1973";2182;
"Population";"Women";"20 to 24";"Annual";"Germany";"1973";2088;
"Unemployment";"All persons";"20 to 24";"Annual";"Germany";"1973";37.4;
"Unemployment";"Men";"20 to 24";"Annual";"Germany";"1973";15.2;
"Unemployment";"Women";"20 to 24";"Annual";"Germany";"1973";22.2;
"Employment";"All persons";"25 to 29";"Annual";"Germany";"1973";2860.1;
"Employment";"Men";"25 to 29";"Annual";"Germany";"1973";1840.4;
"Employment";"Women";"25 to 29";"Annual";"Germany";"1973";1019.7;
"Labour Force";"All persons";"25 to 29";"Annual";"Germany";"1973";2892;
"Labour Force";"Men";"25 to 29";"Annual";"Germany";"1973";1856;
"Labour Force";"Women";"25 to 29";"Annual";"Germany";"1973";1036;
"Population";"All persons";"25 to 29";"Annual";"Germany";"1973";3885;
"Population";"Men";"25 to 29";"Annual";"Germany";"1973";2026;
"Population";"Women";"25 to 29";"Annual";"Germany";"1973";1859;
"Unemployment";"All persons";"25 to 29";"Annual";"Germany";"1973";31.9;
"Unemployment";"Men";"25 to 29";"Annual";"Germany";"1973";15.6;
"Unemployment";"Women";"25 to 29";"Annual";"Germany";"1973";16.3;
"Employment";"All persons";"30 to 34";"Annual";"Germany";"1973";3688;
"Employment";"Men";"30 to 34";"Annual";"Germany";"1973";2533.5;
"Employment";"Women";"30 to 34";"Annual";"Germany";"1973";1154.5;
"Labour Force";"All persons";"30 to 34";"Annual";"Germany";"1973";3718;
"Labour Force";"Men";"30 to 34";"Annual";"Germany";"1973";2549;
"Labour Force";"Women";"30 to 34";"Annual";"Germany";"1973";1169;
"Population";"All persons";"30 to 34";"Annual";"Germany";"1973";4968;
"Population";"Men";"30 to 34";"Annual";"Germany";"1973";2612;
"Population";"Women";"30 to 34";"Annual";"Germany";"1973";2356;
"Unemployment";"All persons";"30 to 34";"Annual";"Germany";"1973";30;
"Unemployment";"Men";"30 to 34";"Annual";"Germany";"1973";15.5;
"Unemployment";"Women";"30 to 34";"Annual";"Germany";"1973";14.5;
"Employment";"All persons";"35 to 39";"Annual";"Germany";"1973";3470.2;
"Employment";"Men";"35 to 39";"Annual";"Germany";"1973";2357.2;
"Employment";"Women";"35 to 39";"Annual";"Germany";"1973";1113;
"Labour Force";"All persons";"35 to 39";"Annual";"Germany";"1973";3495;
"Labour Force";"Men";"35 to 39";"Annual";"Germany";"1973";2370;
"Labour Force";"Women";"35 to 39";"Annual";"Germany";"1973";1125;
"Population";"All persons";"35 to 39";"Annual";"Germany";"1973";4603;
"Population";"Men";"35 to 39";"Annual";"Germany";"1973";2412;
"Population";"Women";"35 to 39";"Annual";"Germany";"1973";2191;
"Unemployment";"All persons";"35 to 39";"Annual";"Germany";"1973";24.8;
"Unemployment";"Men";"35 to 39";"Annual";"Germany";"1973";12.8;
"Unemployment";"Women";"35 to 39";"Annual";"Germany";"1973";12;
"Employment";"All persons";"40 to 44";"Annual";"Germany";"1973";2889.1;
"Employment";"Men";"40 to 44";"Annual";"Germany";"1973";1955.4;
"Employment";"Women";"40 to 44";"Annual";"Germany";"1973";933.7;
"Labour Force";"All persons";"40 to 44";"Annual";"Germany";"1973";2910;
"Labour Force";"Men";"40 to 44";"Annual";"Germany";"1973";1967;
"Labour Force";"Women";"40 to 44";"Annual";"Germany";"1973";943;
"Population";"All persons";"40 to 44";"Annual";"Germany";"1973";3870;
"Population";"Men";"40 to 44";"Annual";"Germany";"1973";2005;
"Population";"Women";"40 to 44";"Annual";"Germany";"1973";1865;
"Unemployment";"All persons";"40 to 44";"Annual";"Germany";"1973";20.9;
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"1973";11.6;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"1973";9.3;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"1973";2722.1;
"Employment";"Men";"45 to 49";"Annual";"Germany";"1973";1676.3;
"Employment";"Women";"45 to 49";"Annual";"Germany";"1973";1045.8;
"Labour Force";"All persons";"45 to 49";"Annual";"Germany";"1973";2744;
"Labour Force";"Men";"45 to 49";"Annual";"Germany";"1973";1688;
"Labour Force";"Women";"45 to 49";"Annual";"Germany";"1973";1056;
"Population";"All persons";"45 to 49";"Annual";"Germany";"1973";3780;
"Population";"Men";"45 to 49";"Annual";"Germany";"1973";1747;
"Population";"Women";"45 to 49";"Annual";"Germany";"1973";2033;
"Unemployment";"All persons";"45 to 49";"Annual";"Germany";"1973";21.9;
"Unemployment";"Men";"45 to 49";"Annual";"Germany";"1973";11.7;
"Unemployment";"Women";"45 to 49";"Annual";"Germany";"1973";10.2;
"Employment";"All persons";"50 to 54";"Annual";"Germany";"1973";2323.6;
"Employment";"Men";"50 to 54";"Annual";"Germany";"1973";1353.4;
"Employment";"Women";"50 to 54";"Annual";"Germany";"1973";970.2;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"1973";2347;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"1973";1365;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"1973";982;
"Population";"All persons";"50 to 54";"Annual";"Germany";"1973";3512;
"Population";"Men";"50 to 54";"Annual";"Germany";"1973";1467;
"Population";"Women";"50 to 54";"Annual";"Germany";"1973";2045;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"1973";23.4;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"1973";11.6;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"1973";11.8;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"1973";1520.8;
"Employment";"Men";"55 to 59";"Annual";"Germany";"1973";942.8;
"Employment";"Women";"55 to 59";"Annual";"Germany";"1973";578;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"1973";1542;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"1973";956;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"1973";586;
"Population";"All persons";"55 to 59";"Annual";"Germany";"1973";2695;
"Population";"Men";"55 to 59";"Annual";"Germany";"1973";1111;
"Population";"Women";"55 to 59";"Annual";"Germany";"1973";1584;
"Unemployment";"All persons";"55 to 59";"Annual";"Germany";"1973";21.2;
"Unemployment";"Men";"55 to 59";"Annual";"Germany";"1973";13.2;
"Unemployment";"Women";"55 to 59";"Annual";"Germany";"1973";8;
"Employment";"All persons";"60 to 64";"Annual";"Germany";"1973";1350.9;
"Employment";"Men";"60 to 64";"Annual";"Germany";"1973";978.4;
"Employment";"Women";"60 to 64";"Annual";"Germany";"1973";372.5;
"Labour Force";"All persons";"60 to 64";"Annual";"Germany";"1973";1385;
"Labour Force";"Men";"60 to 64";"Annual";"Germany";"1973";1009;
"Labour Force";"Women";"60 to 64";"Annual";"Germany";"1973";376;
"Population";"All persons";"60 to 64";"Annual";"Germany";"1973";3635;
"Population";"Men";"60 to 64";"Annual";"Germany";"1973";1495;
"Population";"Women";"60 to 64";"Annual";"Germany";"1973";2140;
"Unemployment";"All persons";"60 to 64";"Annual";"Germany";"1973";34.1;
"Unemployment";"Men";"60 to 64";"Annual";"Germany";"1973";30.6;
"Unemployment";"Women";"60 to 64";"Annual";"Germany";"1973";3.5;
"Employment";"All persons";"Total";"Annual";"Germany";"1973";27160.4;
"Employment";"Men";"Total";"Annual";"Germany";"1973";17107.1;
"Employment";"Women";"Total";"Annual";"Germany";"1973";10053.3;
"Labour Force";"All persons";"Total";"Annual";"Germany";"1973";27434;
"Labour Force";"Men";"Total";"Annual";"Germany";"1973";17257;
"Labour Force";"Women";"Total";"Annual";"Germany";"1973";10177;
"Population";"All persons";"Total";"Annual";"Germany";"1973";39511;
"Population";"Men";"Total";"Annual";"Germany";"1973";19263;
"Population";"Women";"Total";"Annual";"Germany";"1973";20248;
"Unemployment";"All persons";"Total";"Annual";"Germany";"1973";273.6;
"Unemployment";"Men";"Total";"Annual";"Germany";"1973";149.9;
"Unemployment";"Women";"Total";"Annual";"Germany";"1973";123.7;
"Employment";"All persons";"15 to 19";"Annual";"Germany";"1974";2311.9;
"Employment";"Men";"15 to 19";"Annual";"Germany";"1974";1222.9;
"Employment";"Women";"15 to 19";"Annual";"Germany";"1974";1089;
"Labour Force";"All persons";"15 to 19";"Annual";"Germany";"1974";2385;
"Labour Force";"Men";"15 to 19";"Annual";"Germany";"1974";1259;
"Labour Force";"Women";"15 to 19";"Annual";"Germany";"1974";1126;
"Population";"All persons";"15 to 19";"Annual";"Germany";"1974";4410;
"Population";"Men";"15 to 19";"Annual";"Germany";"1974";2267;
"Population";"Women";"15 to 19";"Annual";"Germany";"1974";2143;
"Unemployment";"All persons";"15 to 19";"Annual";"Germany";"1974";73.1;
"Unemployment";"Men";"15 to 19";"Annual";"Germany";"1974";36.1;
"Unemployment";"Women";"15 to 19";"Annual";"Germany";"1974";37;
"Employment";"All persons";"20 to 24";"Annual";"Germany";"1974";3135.6;
"Employment";"Men";"20 to 24";"Annual";"Germany";"1974";1707;
"Employment";"Women";"20 to 24";"Annual";"Germany";"1974";1428.6;
"Labour Force";"All persons";"20 to 24";"Annual";"Germany";"1974";3228;
"Labour Force";"Men";"20 to 24";"Annual";"Germany";"1974";1753;
"Labour Force";"Women";"20 to 24";"Annual";"Germany";"1974";1475;
"Population";"All persons";"20 to 24";"Annual";"Germany";"1974";4288;
"Population";"Men";"20 to 24";"Annual";"Germany";"1974";2178;
"Population";"Women";"20 to 24";"Annual";"Germany";"1974";2110;
"Unemployment";"All persons";"20 to 24";"Annual";"Germany";"1974";92.4;
"Unemployment";"Men";"20 to 24";"Annual";"Germany";"1974";46;
"Unemployment";"Women";"20 to 24";"Annual";"Germany";"1974";46.4;
"Employment";"All persons";"25 to 29";"Annual";"Germany";"1974";2849.8;
"Employment";"Men";"25 to 29";"Annual";"Germany";"1974";1809;
"Employment";"Women";"25 to 29";"Annual";"Germany";"1974";1040.8;
"Labour Force";"All persons";"25 to 29";"Annual";"Germany";"1974";2927;
"Labour Force";"Men";"25 to 29";"Annual";"Germany";"1974";1851;
"Labour Force";"Women";"25 to 29";"Annual";"Germany";"1974";1076;
"Population";"All persons";"25 to 29";"Annual";"Germany";"1974";3924;
"Population";"Men";"25 to 29";"Annual";"Germany";"1974";2044;
"Population";"Women";"25 to 29";"Annual";"Germany";"1974";1880;
"Unemployment";"All persons";"25 to 29";"Annual";"Germany";"1974";77.2;
"Unemployment";"Men";"25 to 29";"Annual";"Germany";"1974";42;
"Unemployment";"Women";"25 to 29";"Annual";"Germany";"1974";35.2;
"Employment";"All persons";"30 to 34";"Annual";"Germany";"1974";3523.8;
"Employment";"Men";"30 to 34";"Annual";"Germany";"1974";2394.9;
"Employment";"Women";"30 to 34";"Annual";"Germany";"1974";1128.9;
"Labour Force";"All persons";"30 to 34";"Annual";"Germany";"1974";3593;
"Labour Force";"Men";"30 to 34";"Annual";"Germany";"1974";2435;
"Labour Force";"Women";"30 to 34";"Annual";"Germany";"1974";1158;
"Population";"All persons";"30 to 34";"Annual";"Germany";"1974";4763;
"Population";"Men";"30 to 34";"Annual";"Germany";"1974";2498;
"Population";"Women";"30 to 34";"Annual";"Germany";"1974";2265;
"Unemployment";"All persons";"30 to 34";"Annual";"Germany";"1974";69.2;
"Unemployment";"Men";"30 to 34";"Annual";"Germany";"1974";40.1;
"Unemployment";"Women";"30 to 34";"Annual";"Germany";"1974";29.1;
"Employment";"All persons";"35 to 39";"Annual";"Germany";"1974";3618.1;
"Employment";"Men";"35 to 39";"Annual";"Germany";"1974";2445.9;
"Employment";"Women";"35 to 39";"Annual";"Germany";"1974";1172.2;
"Labour Force";"All persons";"35 to 39";"Annual";"Germany";"1974";3680;
"Labour Force";"Men";"35 to 39";"Annual";"Germany";"1974";2482;
"Labour Force";"Women";"35 to 39";"Annual";"Germany";"1974";1198;
"Population";"All persons";"35 to 39";"Annual";"Germany";"1974";4836;
"Population";"Men";"35 to 39";"Annual";"Germany";"1974";2528;
"Population";"Women";"35 to 39";"Annual";"Germany";"1974";2308;
"Unemployment";"All persons";"35 to 39";"Annual";"Germany";"1974";61.9;
"Unemployment";"Men";"35 to 39";"Annual";"Germany";"1974";36.1;
"Unemployment";"Women";"35 to 39";"Annual";"Germany";"1974";25.8;
"Employment";"All persons";"40 to 44";"Annual";"Germany";"1974";2855.7;
"Employment";"Men";"40 to 44";"Annual";"Germany";"1974";1925.3;
"Employment";"Women";"40 to 44";"Annual";"Germany";"1974";930.4;
"Labour Force";"All persons";"40 to 44";"Annual";"Germany";"1974";2906;
"Labour Force";"Men";"40 to 44";"Annual";"Germany";"1974";1955;
"Labour Force";"Women";"40 to 44";"Annual";"Germany";"1974";951;
"Population";"All persons";"40 to 44";"Annual";"Germany";"1974";3854;
"Population";"Men";"40 to 44";"Annual";"Germany";"1974";1998;
"Population";"Women";"40 to 44";"Annual";"Germany";"1974";1856;
"Unemployment";"All persons";"40 to 44";"Annual";"Germany";"1974";50.3;
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"1974";29.7;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"1974";20.6;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"1974";2779.9;
"Employment";"Men";"45 to 49";"Annual";"Germany";"1974";1750.5;
"Employment";"Women";"45 to 49";"Annual";"Germany";"1974";1029.4;
"Labour Force";"All persons";"45 to 49";"Annual";"Germany";"1974";2827;
"Labour Force";"Men";"45 to 49";"Annual";"Germany";"1974";1777;
"Labour Force";"Women";"45 to 49";"Annual";"Germany";"1974";1050;
"Population";"All persons";"45 to 49";"Annual";"Germany";"1974";3844;
"Population";"Men";"45 to 49";"Annual";"Germany";"1974";1841;
"Population";"Women";"45 to 49";"Annual";"Germany";"1974";2003;
"Unemployment";"All persons";"45 to 49";"Annual";"Germany";"1974";47.1;
"Unemployment";"Men";"45 to 49";"Annual";"Germany";"1974";26.5;
"Unemployment";"Women";"45 to 49";"Annual";"Germany";"1974";20.6;
"Employment";"All persons";"50 to 54";"Annual";"Germany";"1974";2432.1;
"Employment";"Men";"50 to 54";"Annual";"Germany";"1974";1411.4;
"Employment";"Women";"50 to 54";"Annual";"Germany";"1974";1020.7;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"1974";2476;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"1974";1433;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"1974";1043;
"Population";"All persons";"50 to 54";"Annual";"Germany";"1974";3699;
"Population";"Men";"50 to 54";"Annual";"Germany";"1974";1545;
"Population";"Women";"50 to 54";"Annual";"Germany";"1974";2154;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"1974";43.9;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"1974";21.6;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"1974";22.3;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"1974";1379.3;
"Employment";"Men";"55 to 59";"Annual";"Germany";"1974";845.6;
"Employment";"Women";"55 to 59";"Annual";"Germany";"1974";533.7;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"1974";1410;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"1974";863;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"1974";547;
"Population";"All persons";"55 to 59";"Annual";"Germany";"1974";2449;
"Population";"Men";"55 to 59";"Annual";"Germany";"1974";1007;
"Population";"Women";"55 to 59";"Annual";"Germany";"1974";1442;
"Unemployment";"All persons";"55 to 59";"Annual";"Germany";"1974";30.7;
"Unemployment";"Men";"55 to 59";"Annual";"Germany";"1974";17.4;
"Unemployment";"Women";"55 to 59";"Annual";"Germany";"1974";13.3;
"Employment";"All persons";"60 to 64";"Annual";"Germany";"1974";1251.3;
"Employment";"Men";"60 to 64";"Annual";"Germany";"1974";898.7;
"Employment";"Women";"60 to 64";"Annual";"Germany";"1974";352.6;
"Labour Force";"All persons";"60 to 64";"Annual";"Germany";"1974";1287;
"Labour Force";"Men";"60 to 64";"Annual";"Germany";"1974";927;
"Labour Force";"Women";"60 to 64";"Annual";"Germany";"1974";360;
"Population";"All persons";"60 to 64";"Annual";"Germany";"1974";3589;
"Population";"Men";"60 to 64";"Annual";"Germany";"1974";1465;
"Population";"Women";"60 to 64";"Annual";"Germany";"1974";2124;
"Unemployment";"All persons";"60 to 64";"Annual";"Germany";"1974";35.7;
"Unemployment";"Men";"60 to 64";"Annual";"Germany";"1974";28.3;
"Unemployment";"Women";"60 to 64";"Annual";"Germany";"1974";7.4;
"Employment";"All persons";"Total";"Annual";"Germany";"1974";26828.3;
"Employment";"Men";"Total";"Annual";"Germany";"1974";16817.3;
"Employment";"Women";"Total";"Annual";"Germany";"1974";10011;
"Labour Force";"All persons";"Total";"Annual";"Germany";"1974";27411;
"Labour Force";"Men";"Total";"Annual";"Germany";"1974";17142;
"Labour Force";"Women";"Total";"Annual";"Germany";"1974";10269;
"Population";"All persons";"Total";"Annual";"Germany";"1974";39656;
"Population";"Men";"Total";"Annual";"Germany";"1974";19371;
"Population";"Women";"Total";"Annual";"Germany";"1974";20285;
"Unemployment";"All persons";"Total";"Annual";"Germany";"1974";582.7;
"Unemployment";"Men";"Total";"Annual";"Germany";"1974";324.7;
"Unemployment";"Women";"Total";"Annual";"Germany";"1974";258;
"Employment";"All persons";"15 to 19";"Annual";"Germany";"1975";2222.5;
"Employment";"Men";"15 to 19";"Annual";"Germany";"1975";1180.1;
"Employment";"Women";"15 to 19";"Annual";"Germany";"1975";1042.4;
"Labour Force";"All persons";"15 to 19";"Annual";"Germany";"1975";2346;
"Labour Force";"Men";"15 to 19";"Annual";"Germany";"1975";1244;
"Labour Force";"Women";"15 to 19";"Annual";"Germany";"1975";1102;
"Population";"All persons";"15 to 19";"Annual";"Germany";"1975";4520;
"Population";"Men";"15 to 19";"Annual";"Germany";"1975";2321;
"Population";"Women";"15 to 19";"Annual";"Germany";"1975";2199;
"Unemployment";"All persons";"15 to 19";"Annual";"Germany";"1975";123.5;
"Unemployment";"Men";"15 to 19";"Annual";"Germany";"1975";63.9;
"Unemployment";"Women";"15 to 19";"Annual";"Germany";"1975";59.6;
"Employment";"All persons";"20 to 24";"Annual";"Germany";"1975";2994.9;
"Employment";"Men";"20 to 24";"Annual";"Germany";"1975";1595.1;
"Employment";"Women";"20 to 24";"Annual";"Germany";"1975";1399.8;
"Labour Force";"All persons";"20 to 24";"Annual";"Germany";"1975";3178;
"Labour Force";"Men";"20 to 24";"Annual";"Germany";"1975";1695;
